time_h,target_Q,choke_pct,Q,WHP,FLP,BHP,WHT,AP,n_candidates,n_feasible,all_infeasible
78.0,200.0,64.5,163.34611279096865,354.49063922654864,245.4743864879668,1913.8667509944778,151.92088928370669,451.4877811909794,21,11,False
79.0,200.0,64.5,161.98416892747994,351.66792739323927,245.25021709382932,1917.250682117207,152.2861214253458,450.34432747043286,21,11,False
80.0,200.0,64.5,163.57886387412617,353.09102918045363,245.80798936712893,1912.564306083949,152.11589551149464,450.0483599797731,21,11,False
81.0,200.0,64.0,161.72759614832128,356.08321918336634,244.45425489733162,1914.7199481723364,152.40278885262916,450.9188131101022,21,10,False
82.0,200.0,64.0,163.25551970039604,355.9297029707549,244.0955171117753,1911.7909213075184,151.67794659367834,449.54859371343423,21,11,False
83.0,200.0,63.5,162.909227081882,360.5821751538036,243.099604977748,1919.080736808635,151.5971765900878,448.06321411220864,21,10,False
84.0,200.0,64.0,162.73255369940563,358.08751388061677,246.58944583707336,1918.6531579662458,152.10978308800364,451.31690083852374,21,12,False
85.0,200.0,64.0,161.8539956142406,359.0025638352082,245.200014358641,1917.369742109124,151.74092631799712,451.1244707288657,21,11,False
86.0,200.0,64.0,161.98213060709745,355.47185054013323,246.18115900133606,1914.884618556175,151.85761863523356,448.88077308902444,21,11,False
87.0,200.0,64.0,161.73425323742487,358.2824113876992,246.054189603464,1915.6291349049588,152.46607410825558,451.5377744044239,21,11,False
88.0,200.0,64.0,162.63672727173955,359.4049904026442,244.61145984780362,1916.6142987935518,151.4914298657089,449.7261734641467,21,11,False
89.0,200.0,64.0,162.87860807374335,357.80080499597204,243.5491295170884,1915.7718934083955,152.14352160164233,450.0140003716277,21,11,False
90.0,200.0,64.0,163.38781549911144,354.4372425176199,244.14853877620195,1915.098337590553,151.9472178056036,449.46505608586517,21,11,False
91.0,200.0,64.0,160.59477497165346,356.3020842782286,245.56997826157365,1915.9253165049606,151.97224284049784,451.2382345013903,21,11,False
92.0,200.0,64.0,163.5240533388729,358.40369359402223,244.44765558172753,1917.1499869115592,151.8445361710473,448.71695866782636,21,11,False
93.0,200.0,64.0,163.63029097657994,355.54303071173445,245.2896858203378,1916.5554620968621,152.38487713304255,450.9078782038891,21,11,False
94.0,200.0,64.0,162.81089068923262,358.1474911295083,244.5465810024082,1914.8797927238297,152.36379034589694,450.10493601298185,21,11,False
95.0,200.0,64.0,161.92874119529355,357.6528802044554,244.1326071843444,1918.700667095674,151.22264107506442,450.2063084730857,21,11,False
96.0,200.0,64.0,162.32740243585346,357.07760326148525,242.00590665686786,1916.6546281234487,151.74162682109153,450.26797409954145,21,11,False
97.0,200.0,64.0,163.21722848530555,356.7825304734739,245.022833083721,1909.54670735904,152.01819009127965,448.5484717603456,21,11,False
98.0,200.0,63.5,162.87160180724973,356.28172729576215,244.72660570443654,1920.3582088212702,151.76379251144505,448.5003351151854,21,10,False
99.0,200.0,64.0,162.1988717055891,357.4239705771002,243.5581266243561,1915.056777179762,151.51328570244425,449.91104597901654,21,12,False
100.0,200.0,64.0,164.812298095607,359.0128115706141,246.1257537656952,1916.59187327966,151.38240861384702,449.0973523094855,21,11,False
